sentences,replaced
"She has no CVA

tenderness, no back tenderness","Francisco has no CVA

tenderness, no back tenderness"
"She is awake, alert, and

oriented","Frank is awake, alert, and

oriented"
"She has a history of sarcoid and has EKG,

which I reviewed, which shows lateral T-wave changes as suggested

by her referring doctor","Jeremy has a history of sarcoid and has EKG,

which I reviewed, which shows lateral T-wave changes as suggested

by her referring doctor"
She is pain free,Freddie is pain free
She looks clinically stable,Aaron looks clinically stable
"As you know him well, I will summarize his history briefly for our records","As you know Joseph well, I will summarize his history briefly for our records"
"In addition, he has multiple cardiac risk factors including diabetes, hypertension, dyslipidemia, and obstructive sleep apnea","In addition, Aaron has multiple cardiac risk factors including diabetes, hypertension, dyslipidemia, and obstructive sleep apnea"
"In addition to disease in his coronary vascular bed, he has a history of carotid disease status post left CEA","In addition to disease in his coronary vascular bed, Shawn has a history of carotid disease status post left CEA"
He came to your attention early this year with symptoms of exertional dyspnea,Danny came to your attention early this year with symptoms of exertional dyspnea
"On further questioning, he reports feeling quite symptomatic when ambulating relatively short distances around his home or up and down the driveway","On further questioning, Roy reports feeling quite symptomatic when ambulating relatively short distances around his home or up and down the driveway"
He can walk no further than approximately 50-100 feet before developing significant shortness of breath and fatigue,Lawrence can walk no further than approximately 50-100 feet before developing significant shortness of breath and fatigue
He was recently diagnosed as having paroxysmal atrial fibrillation that has transitioned to persistent,Louis was recently diagnosed as having paroxysmal atrial fibrillation that has transitioned to persistent
"He has undergone multiple cardioversions most recently in 03/19/2161, but was unsuccessful","Chad has undergone multiple cardioversions most recently in 03/19/2161, but was unsuccessful"
"Prior to that, cardioversion in February resulted in a brief period of restoration of sinus rhythm during which time he felt symptomatically improved","Prior to that, cardioversion in February resulted in a brief period of restoration of sinus rhythm during which time Henry felt symptomatically improved"
He also describes occasional fleeting episodes of sharp left-sided chest discomfort,Alex also describes occasional fleeting episodes of sharp left-sided chest discomfort
"Other than significant exertional shortness of breath, he feels relatively well","Other than significant exertional shortness of breath, Jacob feels relatively well"
He has occasional symptoms of orthostatic lightheadedness but no history of syncope,Leroy has occasional symptoms of orthostatic lightheadedness but no history of syncope
"He denies any PND, orthopnea, or lower extremity swelling","Don denies any PND, orthopnea, or lower extremity swelling"
He has no history of heart failure hospitalizations,Stephen has no history of heart failure hospitalizations
"On review of systems, he denies any fevers, chills, or night sweats","On review of systems, Ivan denies any fevers, chills, or night sweats"
"He denies any new onset cough, wheezing, or hemoptysis","Curtis denies any new onset cough, wheezing, or hemoptysis"
"He developed in-stent restenosis in 07/2157, during which time he received a second drug-eluting stent to the LAD lesion","Jonathan developed in-stent restenosis in 07/2157, during which time Jonathan received a second drug-eluting stent to the LAD lesion"
"He developed recurrent chest discomfort in 12/2159, and he underwent cardiac catheterization during which time he was found to have an 80% mid LAD lesion distal to his prior stents as well as a 30% proximal RCA mid PDA stenosis","Jeff developed recurrent chest discomfort in 12/2159, and Jeff underwent cardiac catheterization during which time Jeff was found to have an 80% mid LAD lesion distal to his prior stents as well as a 30% proximal RCA mid PDA stenosis"
He underwent a drug-eluting stent to the mid LAD lesion,Alex underwent a drug-eluting stent to the mid LAD lesion
He underwent stenting to the PDA lesion on 03/06/2161,Albert underwent stenting to the PDA lesion on 03/06/2161
"COPD, prescribed home oxygen, though he is not taking this","COPD, prescribed home oxygen, though Anthony is not taking this"
He has no known drug allergies,Alexander has no known drug allergies
He was formally employed in buidling construction,Nicholas was formally employed in buidling construction
He has multiple environmental exposures including insulation as well as spray paint and without respiratory protection,Antonio has multiple environmental exposures including insulation as well as spray paint and without respiratory protection
He does not currently smoke or drink alcohol,Dean does not currently smoke or drink alcohol
He has a single sister who is 86 years of age and has no history of heart troubles,Sergio has a single sister who is 86 years of age and has no history of heart troubles
"In general, he is overweight elderly man in no distress","In general, Bryan is overweight elderly man in no distress"
He appears to be functional class III,Nate appears to be functional class III
"He does not have any frank evidence of volume overload on exam today, though his ventricular function and is not entirely normal","Danny does not have any frank evidence of volume overload on exam today, though his ventricular function and is not entirely normal"
"Moreover, he has multiple comorbidities which may exacerbate his exertional dyspnea including COPD and coronary artery disease","Moreover, Carlos has multiple comorbidities which may exacerbate his exertional dyspnea including COPD and coronary artery disease"
"Record date: 2090-07-16




NAME:    Curtis, Om 
MRN:     7682941
   
He is feeling great","Record date: 2090-07-16




NAME:    Curtis, Om 
MRN:     7682941
   
Mark is feeling great"
"He is all done with his radiation to the left axilla for metastatic
squamous cell cancer","Jeff is all done with his radiation to the left axilla for metastatic
squamous cell cancer"
"He is following closely with the radiation oncologist and the
medical oncologist","Willie is following closely with the radiation oncologist and the
medical oncologist"
He is seeing them both later this month,Tracy is seeing them both later this month
"He has had no
problems with chest pains or shortness of breath","Phillip has had no
problems with chest pains or shortness of breath"
"He does have some skin
discoloration around the left axilla but I feel no mass","William does have some skin
discoloration around the left axilla but I feel no mass"
