sentences,replaced
"She has no chest pain, PND or LE edema","Milnel has no chest pain, PND or LE edema"
She has had a negative cardiac stress test,Bisar has had a negative cardiac stress test
She is a professional tool maker,Vilania is a professional tool maker
"She has a dog
FH: asthma, CAD, DM, HTN


ROS: as per HPI, otherwise negative in detail


EXAM:
HR 88, BP 135/60, 98% RA, Wt 146lb
OP clear
Lungs CTAB
Heart RRR
Abdomen soft NTND
1+ LE edema, no clubbing


Marvinyandell,Grace 
Date:  09/23/04
                          Broadwater Health Center                          Pulmonary Function Laboratory                 14 A Street  Watseka, Arkansas 19842                    Phone: (091)920-5569  Fax: (251)628-xxxx                  Medical Director: Yvonne X","Faruke has a dog
FH: asthma, CAD, DM, HTN


ROS: as per HPI, otherwise negative in detail


EXAM:
HR 88, BP 135/60, 98% RA, Wt 146lb
OP clear
Lungs CTAB
Heart RRR
Abdomen soft NTND
1+ LE edema, no clubbing


Marvinyandell,Grace 
Date:  09/23/04
                          Broadwater Health Center                          Pulmonary Function Laboratory                 14 A Street  Watseka, Arkansas 19842                    Phone: (091)920-5569  Fax: (251)628-xxxx                  Medical Director: Yvonne X"
"It may be beneficial to separate cardiac from pulmonary limitatio from deconditioning and I recommended a cardio-pulmonary exercise test to the patient, to which she agreed","It may be beneficial to separate cardiac from pulmonary limitatio from deconditioning and I recommended a cardio-pulmonary exercise test to the patient, to which Wincent agreed"
"In addition, as previously discussed, she would benefit from pulmonary rehab","In addition, as previously discussed, Julia Mary would benefit from pulmonary rehab"
I told her that she does not need to use albuterol if it doesn't help her,I told her that Ravissen does not need to use albuterol if it doesn't help her
An Aden MIBI 4/25 revealed inferior and PL ischemia and he was taken to the cath lab,An Aden MIBI 4/25 revealed inferior and PL ischemia and Josue Nehemias was taken to the cath lab
"HE subsequently underwent CABG with LIMA to LAD, radial artery to LCX and VG to PDA","Ursula Maria subsequently underwent CABG with LIMA to LAD, radial artery to LCX and VG to PDA"
1/26 he noted progressive DOE with upper chest discomfort and was brought to the cath lab,1/26 Denisan noted progressive DOE with upper chest discomfort and was brought to the cath lab
He was admitted 1/29 with HF exacerbation/acute renal failure in the setting of rapid out-patient diureses with zaroxolyn,Tennecia was admitted 1/29 with HF exacerbation/acute renal failure in the setting of rapid out-patient diureses with zaroxolyn
2) Diuretics as well as Glucophage and ACE I were held and he was discharged with a creat of 1,2) Diuretics as well as Glucophage and ACE I were held and Akadir was discharged with a creat of 1
"Over the last few months he has noted episodes of sudden lightheadedness/dizziness, floaters","Over the last few months Darya Denysa Dyana has noted episodes of sudden lightheadedness/dizziness, floaters"
He would take his BP with a home machine and it could be as low as 77/47,Abdjalil would take his BP with a home machine and it could be as low as 77/47
"In addition, he has noted progressive DOE as well an now rest angina that is requiring a SL TNG for relief","In addition, Ximee has noted progressive DOE as well an now rest angina that is requiring a SL TNG for relief"
He has 3 flights of stairs to climb to his apartment and uses 1 SL TNG prophylactically,Sikayena has 3 flights of stairs to climb to his apartment and uses 1 SL TNG prophylactically
"He was admitted for a cardiac cath 6/20, however due to a creatinine of 2","San Crispino was admitted for a cardiac cath 6/20, however due to a creatinine of 2"
He reports no further episodes of hypotension since stopping these meds,Nghitomoka reports no further episodes of hypotension since stopping these meds
He is being followed by Dr You in renal service,Reigo-Joosep is being followed by Dr You in renal service
"Of note, he continues to use the oxygen at night","Of note, Tadane continues to use the oxygen at night"
"Past medical history:

   CAD

IDDM x 10 yrs

retinopathy s/p laser 

HTN

CRI

OSA - can't tolerate CPAP

LBP

bilateral claudication if he walks fast

reactive airway disease

PTSD

Recovering alcoholic - sober x 16 years

remote ulcer - in his 20's

CHF - dry wt 215



PSHx:

CABG 25 with LIMA to LAD, radial artery to RPDA, VG to LCX



			Medications (Confirmed):

			

aspirin 325 mg QD

Atrovent 18 mcg/spray inh tid

Flonase 1 spray BID

furosemide 80 mg qam

isosorbide mononitrate 30 mg qd

Lipitor 80 mg QHS

Nephrocaps 1 tab qd

Toprol XL 100 mg qd

u100 NPH insulin

Zetia 10 mg qd



Allergies:

			

Drug reaction   lisinopril causes cough



			Family history:

   father mild MI age 59



			Social history:

   divorced, quit smoking in 08, sober x 10 yrs, retired communications manager



			Review of systems:

   denies ortho/PND/thyroid disease/melena/recent ulcer



Physical examination:

			

-BMI:   

-Pulse: 85  

-resp","Past medical history:

   CAD

IDDM x 10 yrs

retinopathy s/p laser 

HTN

CRI

OSA - can't tolerate CPAP

LBP

bilateral claudication if Besto walks fast

reactive airway disease

PTSD

Recovering alcoholic - sober x 16 years

remote ulcer - in his 20's

CHF - dry wt 215



PSHx:

CABG 25 with LIMA to LAD, radial artery to RPDA, VG to LCX



			Medications (Confirmed):

			

aspirin 325 mg QD

Atrovent 18 mcg/spray inh tid

Flonase 1 spray BID

furosemide 80 mg qam

isosorbide mononitrate 30 mg qd

Lipitor 80 mg QHS

Nephrocaps 1 tab qd

Toprol XL 100 mg qd

u100 NPH insulin

Zetia 10 mg qd



Allergies:

			

Drug reaction   lisinopril causes cough



			Family history:

   father mild MI age 59



			Social history:

   divorced, quit smoking in 08, sober x 10 yrs, retired communications manager



			Review of systems:

   denies ortho/PND/thyroid disease/melena/recent ulcer



Physical examination:

			

-BMI:   

-Pulse: 85  

-resp"
"- carotids 2+, bilateral bruits R>L

-Chest:   Lungs clear anteriorly

-Cardiac:   He has a normal S1 and S2, and a soft systolic ejection murmur at the left lower sternal border and apex

-Abdomen:   Normal bowel sounds, soft and nontender, with no hepatosplenomegaly or masses appreciated","- carotids 2+, bilateral bruits R>L

-Chest:   Lungs clear anteriorly

-Cardiac:   Sedvija has a normal S1 and S2, and a soft systolic ejection murmur at the left lower sternal border and apex

-Abdomen:   Normal bowel sounds, soft and nontender, with no hepatosplenomegaly or masses appreciated"
"A lot has happened since she
was seen","A lot has happened since Usman Ghani
was seen"
She was terminated at her job working as a Credit Manager in December 2093,Emilio Cesar was terminated at her job working as a Credit Manager in December 2093
"She
therefore has been having financial problems","Intqam
therefore has been having financial problems"
"She does not have enough money to
buy her medications","Gips Dekor does not have enough money to
buy her medications"
She has a history of hypertension and hypercholesterolemia,Bakhona has a history of hypertension and hypercholesterolemia
She has not taken these medications for months,Herreros has not taken these medications for months
"She states she has been taking her
nortriptyline, dilantin and Percocet as previously prescribed","Flann states Flann has been taking her
nortriptyline, dilantin and Percocet as previously prescribed"
